1	122	0
2	122	1
3	41	0
4	94	2
5	37	1
6	96	2
7	15	0
8	24	1
9	22	2
10	60	0
11	97	1
12	49	1
13	109	2
14	88	2
15	126	0
16	114	2
17	23	0
18	12	0
19	88	0
20	101	1
21	87	2
22	61	2
23	84	0
24	29	2
25	80	2
26	90	0
27	46	1
28	7	1
29	2	1
30	101	0
31	20	0
32	38	2
33	93	1
34	56	0
35	101	2
36	26	2
37	67	0
38	22	2
39	44	1
40	25	2
41	23	2
42	101	2
43	74	1
44	125	1
45	64	2
46	13	2
47	130	0
48	105	1
49	26	0
50	7	0
51	27	1
52	16	1
53	75	2
54	120	1
55	109	2
56	66	2
57	60	1
58	34	1
59	36	2
60	87	1
61	43	1
62	81	0
63	119	2
64	12	0
65	28	1
66	1	1
67	119	2
68	123	1
69	12	0
70	9	1
71	35	2
72	72	1
73	22	0
74	108	2
75	88	1
76	100	2
77	61	2
78	41	2
79	113	2
80	20	1
81	66	0
82	107	0
83	78	1
84	117	1
85	2	2
86	96	2
87	107	1
88	11	2
89	8	1
90	40	2
91	79	1
92	63	1
93	101	2
94	57	0
95	85	1
96	56	2
97	38	2
98	122	1
99	19	1
100	27	2
101	64	2
102	17	2
103	5	2
104	2	1
105	6	0
106	36	2
107	110	2
108	15	1
109	50	2
110	1	2
111	11	1
112	40	0
113	38	1
114	13	0
115	12	1
116	55	0
117	89	1
118	65	2
119	49	2
120	67	1
121	99	2
122	13	2
123	42	1
124	34	0
125	50	1
126	37	2
127	32	2
128	55	0
129	90	0
130	104	0
131	11	0
132	122	2
133	49	2
134	56	2
135	122	0
136	58	1
137	26	2
138	96	2
