1	0	0	0	0	0	0	0	1
2	0	0	0	1	0	1	0	0
3	0	1	0	1	0	1	0	0
4	0	0	0	1	0	0	1	1
5	0	2	0	1	0	1	0	1
6	1	2	1	2	0	0	0	1
7	0	0	2	1	0	1	0	0
8	0	1	2	1	0	1	0	0
9	0	1	0	0	0	1	0	1
10	0	2	1	2	1	0	0	1
11	0	2	0	1	0	1	0	1
12	0	1	0	1	0	1	0	1
13	0	2	1	1	2	0	1	1
14	0	0	1	1	0	1	0	1
15	1	0	0	1	0	1	0	1
16	0	0	1	0	0	1	0	1
17	0	1	0	1	0	0	1	1
18	1	1	1	1	0	2	0	0
19	0	2	0	1	0	1	0	1
20	0	2	1	1	0	1	1	1
21	0	2	0	2	0	1	0	1
22	0	1	0	2	0	1	0	1
23	0	0	1	2	0	1	0	0
24	0	0	0	0	0	0	0	0
25	0	2	0	1	0	1	0	1
26	0	1	0	1	0	1	0	1
27	1	2	0	1	0	1	0	0
28	0	2	0	1	0	2	0	1
29	1	1	0	1	0	1	0	0
30	0	1	0	0	0	1	0	1
31	0	0	2	0	1	1	2	1
32	0	1	0	1	0	1	0	1
33	0	2	0	0	0	0	0	0
34	0	0	0	1	0	1	0	1
35	1	2	1	2	0	0	0	1
36	0	0	0	1	0	1	0	1
37	0	2	0	1	0	1	0	0
38	1	2	0	1	0	1	0	0
39	0	2	1	0	0	0	0	1
40	0	2	1	1	0	1	0	1
41	0	2	1	0	0	1	1	1
42	0	2	0	2	0	2	0	2
43	0	2	2	1	0	0	0	1
44	1	0	0	2	1	1	1	1
45	0	3	1	2	0	3	0	2
46	0	2	1	2	0	1	0	1
47	0	2	0	1	0	1	0	1
48	1	2	0	1	0	0	0	1
49	0	0	2	1	0	0	0	0
50	0	2	0	2	0	0	0	1
51	0	2	0	1	0	0	1	1
52	1	2	0	0	0	1	0	0
53	0	0	0	1	0	1	0	0
54	0	1	0	1	0	1	0	1
55	0	2	0	2	1	1	1	1
56	0	0	0	0	0	1	0	1
57	1	1	1	1	0	1	0	1
58	0	1	0	1	0	1	0	0
59	0	1	1	0	0	1	0	1
60	0	1	0	1	0	1	0	1
61	0	2	1	2	0	1	1	1
62	0	0	1	2	0	1	0	1
63	0	1	0	1	0	1	0	1
64	0	1	2	1	0	0	0	1
65	0	1	1	1	0	1	0	1
66	0	0	2	1	0	1	0	0
67	0	2	0	1	0	2	0	1
68	0	0	1	1	0	1	0	0
69	0	2	0	1	0	1	1	1
70	0	0	1	1	0	1	0	0
71	0	1	1	2	0	0	0	2
72	0	2	0	1	0	2	0	1
73	0	0	2	2	2	0	2	1
74	1	2	0	2	0	1	1	1
75	0	0	0	2	0	1	0	1
76	0	3	0	1	1	1	0	1
77	0	3	0	1	1	1	0	1
78	1	0	2	2	0	1	1	1
79	0	1	0	1	0	1	0	1
80	1	1	1	2	0	1	0	0
81	0	0	0	1	0	1	0	0
82	1	0	1	1	0	1	0	1
83	0	0	0	0	0	0	0	0
84	1	1	0	1	0	1	0	1
85	0	2	2	2	0	1	0	0
86	0	2	0	2	0	1	0	1
87	0	2	2	1	0	1	0	1
88	0	0	0	0	0	1	0	1
89	1	0	0	1	0	1	0	0
90	0	2	1	2	0	1	0	1
91	0	2	0	2	0	0	0	0
92	0	1	2	1	0	1	0	1
93	1	2	0	2	0	1	0	1
94	0	0	1	1	0	1	0	1
95	0	1	0	1	1	1	0	1
96	0	1	0	1	0	1	0	1
97	0	1	0	1	0	1	0	1
98	0	1	0	1	0	1	0	1
99	1	0	0	1	0	1	0	2
100	0	1	1	1	0	2	0	1
101	0	2	1	2	0	1	0	0
102	0	2	1	0	0	0	0	0
103	0	1	1	1	0	4	1	1
104	1	2	0	2	0	1	0	1
105	0	1	0	1	0	2	0	1
106	0	0	1	2	0	1	1	1
107	0	2	1	2	0	1	0	2
108	0	0	2	1	0	1	0	1
109	0	1	2	1	0	1	0	0
110	0	2	0	2	0	1	0	1
111	1	1	1	2	0	1	0	1
112	1	1	1	2	0	1	0	1
113	0	1	0	1	0	1	0	1
114	0	2	0	0	0	1	0	1
115	1	3	1	1	0	1	0	0
116	0	1	0	1	1	1	0	1
117	0	2	1	1	0	1	1	1
118	1	0	1	1	0	0	0	1
119	0	1	0	1	0	1	0	1
120	0	0	1	1	0	0	0	0
121	0	2	0	1	1	1	3	1
122	0	0	0	0	0	0	0	0
123	0	0	0	0	0	1	0	1
124	0	0	1	1	0	1	0	0
125	0	1	1	1	0	1	0	0
126	0	1	1	0	0	1	0	0
127	0	2	2	1	0	1	0	0
128	0	2	1	1	0	1	0	0
129	0	2	1	1	0	0	0	0
130	0	0	0	0	0	0	0	0
131	1	2	1	2	1	0	0	1
132	0	0	2	1	0	0	0	0
133	0	2	0	2	0	0	0	1
134	0	2	0	1	0	1	0	1
135	0	0	0	0	0	1	0	0
136	1	2	1	2	0	1	0	0
137	0	1	0	1	0	1	0	0
138	0	1	1	1	0	0	0	1
